School_ID,Short_Name,Long_Name,School_Type,Primary_Category,Address,City,State,Zip,Phone,Fax,CPS_School_Profile,Website,Program_Type,Application_Requirements,Program_Selections,Subprograms,How_To_Apply,Deadline,School_Latitude,School_Longitude,Location
610083,BEARD,Daniel C Beard Elementary School,Special Education,ES,6445 W STRONG ST,Chicago,Illinois,60656,7735341228,7735341247,http://cps.edu/Schools/Pages/school.aspx?SchoolID=610083,http://www.beard.cps.edu,Special Education,,Contact the Office of Diverse Learner Supports and Services for more information. (773) 553-1800 www.cpsdiverselearner.org,,,"December 15, 2017",41.970125,-87.78963,"6445 W STRONG ST
Chicago, Illinois 60656
(41.970125, -87.78963)"
610002,HOYNE,Thomas Hoyne Elementary School,Neighborhood,ES,8905 S CRANDON AVE,Chicago,Illinois,60617,7735356425,7735356444,http://cps.edu/Schools/Pages/school.aspx?SchoolID=610002,http://thomashoyne.org,Magnet Cluster,None,"Students who live within the school's attendance boundary can be enrolled automatically and do not have to apply. Contact the school for registration instructions.  Students who live outside of the school's attendance boundary must submit a Standard Elementary Schools application between October and December. Available seats, if any, are filled via computerized lottery. Priority is given to applicants with a sibling who is currently enrolled in the school in grade K-7, and who will remain enrolled in the school for the coming school year.",,Students who live outside of the school's attendance boundary can apply online or via paper Standard Elementary Schools application by visiting go.cps.edu.,"December 15, 2017",41.733338,-87.568228,"8905 S CRANDON AVE
Chicago, Illinois 60617
(41.733338, -87.568228)"
609974,HAWTHORNE,Hawthorne Elementary Scholastic Academy,Magnet,ES,3319 N CLIFTON AVE,Chicago,Illinois,60657,7735345550,7735345781,http://cps.edu/Schools/Pages/school.aspx?SchoolID=609974,http://www.hawthorneacad.org,Citywide Magnet,None,"Students must submit a Standard Elementary Schools application between October and December. Applicants are selected by computerized lottery. Priority is given to applicants with a sibling who is currently enrolled in the school in grade K-7, and who will remain enrolled in the school for the coming school year. After siblings are accommodated, 40% of remaining seats for the entry-grade level are allocated for applicants who live within a 1.5 mile radius of the school, and remaining entry-grade level seats are evenly distributed among the four socio-economic tiers. For all grades other than the entry-grade level, seats remaining after siblings are accommodated are filled through a general computerized lottery.",,Students can apply online or via paper Standard Elementary Schools application by visiting go.cps.edu.,"December 15, 2017",41.942275,-87.657709,"3319 N CLIFTON AVE
Chicago, Illinois 60657
(41.942275, -87.657709)"
609799,BELL,Alexander Graham Bell Elementary School,Regional gifted center,ES,3730 N OAKLEY AVE,Chicago,Illinois,60618,7735345150,7735345163,http://cps.edu/Schools/Pages/school.aspx?SchoolID=609799,http://www.agbellschool.com,Open Enrollment,None,"Students who live within the school's attendance boundary can be enrolled automatically and do not have to apply. Contact the school for registration instructions.  Students who live outside of the school's attendance boundary must submit a Standard Elementary Schools application between October and December. Available seats, if any, are filled via computerized lottery. Priority is given to applicants with a sibling who is currently enrolled in the school in grade K-7, and who will remain enrolled in the school for the coming school year.",,Students who live outside of the school's attendance boundary can apply online or via paper Standard Elementary Schools application by visiting go.cps.edu.,"December 15, 2017",41.94953,-87.686018,"3730 N OAKLEY AVE
Chicago, Illinois 60618
(41.94953, -87.686018)"
400106,NOBLE - JOHNSON HS,Noble - John and Eunice Johnson College Prep,Charter,HS,6350 S STEWART AVE,Chicago,Illinois,60621,3123481888,3122780449,http://cps.edu/Schools/Pages/school.aspx?SchoolID=400106,http://johnsoncollegeprep.noblenetwork.org,General Education,None,Students are randomly selected by computerized lottery. Contact the school for additional information.,,Access online high school application or paper high school application at go.cps.edu.,Contact school,41.778369,-87.635117,"6350 S STEWART AVE
Chicago, Illinois 60621
(41.778369, -87.635117)"
609935,GALLISTEL,Matthew Gallistel Elementary Language Academy,Magnet,ES,10347 S EWING AVE,Chicago,Illinois,60617,7735356540,7735356569,http://cps.edu/Schools/Pages/school.aspx?SchoolID=609935,http://gallistel.cps.edu/,Citywide Magnet,None,"Students must submit a Standard Elementary Schools application between October and December. Applicants are selected by computerized lottery. Priority is given to applicants with a sibling who is currently enrolled in the school in grade K-7, and who will remain enrolled in the school for the coming school year. After siblings are accommodated, 40% of remaining seats for the entry-grade level are allocated for applicants who live within a 1.5 mile radius of the school, and remaining entry-grade level seats are evenly distributed among the four socio-economic tiers. For all grades other than the entry-grade level, seats remaining after siblings are accommodated are filled through a general computerized lottery.",,Students can apply online or via paper Standard Elementary Schools application by visiting go.cps.edu.,"December 15, 2017",41.706801,-87.535175,"10347 S EWING AVE
Chicago, Illinois 60617
(41.706801, -87.535175)"
610221,WEBSTER,Daniel Webster Elementary School,Neighborhood,ES,4055 W ARTHINGTON ST,Chicago,Illinois,60624,7735346925,7735346949,http://cps.edu/Schools/Pages/school.aspx?SchoolID=610221,http://webster.cps.edu,Open Enrollment,None,"Students who live within the school's attendance boundary can be enrolled automatically and do not have to apply. Contact the school for registration instructions.  Students who live outside of the school's attendance boundary must submit a Standard Elementary Schools application between October and December. Available seats, if any, are filled via computerized lottery. Priority is given to applicants with a sibling who is currently enrolled in the school in grade K-7, and who will remain enrolled in the school for the coming school year.",,Students who live outside of the school's attendance boundary can apply online or via paper Standard Elementary Schools application by visiting go.cps.edu.,"December 15, 2017",41.869916,-87.727524,"4055 W ARTHINGTON ST
Chicago, Illinois 60624
(41.869916, -87.727524)"
609909,EVERETT,Edward Everett Elementary School,Neighborhood,ES,3419 S BELL AVE,Chicago,Illinois,60608,7735354550,7735354615,http://cps.edu/Schools/Pages/school.aspx?SchoolID=609909,,Open Enrollment,None,"Students who live within the school's attendance boundary can be enrolled automatically and do not have to apply. Contact the school for registration instructions.  Students who live outside of the school's attendance boundary must submit a Standard Elementary Schools application between October and December. Available seats, if any, are filled via computerized lottery. Priority is given to applicants with a sibling who is currently enrolled in the school in grade K-4, and who will remain enrolled in the school for the coming school year.",,Students who live outside of the school's attendance boundary can apply online or via paper Standard Elementary Schools application by visiting go.cps.edu.,"December 15, 2017",41.831555,-87.68131,"3419 S BELL AVE
Chicago, Illinois 60608
(41.831555, -87.68131)"
610044,LOWELL,James Russell Lowell Elementary School,Neighborhood,ES,3320 W HIRSCH ST,Chicago,Illinois,60651,7735344300,7735344306,http://cps.edu/Schools/Pages/school.aspx?SchoolID=610044,,Open Enrollment,None,"Students who live within the school's attendance boundary can be enrolled automatically and do not have to apply. Contact the school for registration instructions.  Students who live outside of the school's attendance boundary must submit a Standard Elementary Schools application between October and December. Available seats, if any, are filled via computerized lottery. Priority is given to applicants with a sibling who is currently enrolled in the school in grade K-7, and who will remain enrolled in the school for the coming school year.",,Students who live outside of the school's attendance boundary can apply online or via paper Standard Elementary Schools application by visiting go.cps.edu.,"December 15, 2017",41.90652,-87.710217,"3320 W HIRSCH ST
Chicago, Illinois 60651
(41.90652, -87.710217)"
610060,JACKSON A,Andrew Jackson Elementary Language Academy,Magnet,ES,1340 W HARRISON ST,Chicago,Illinois,60607,7735347000,7735349338,http://cps.edu/Schools/Pages/school.aspx?SchoolID=610060,http://www.andrewjackson.cps.edu,Citywide Magnet,None,"Students must submit a Standard Elementary Schools application between October and December. Applicants are selected by computerized lottery. Priority is given to applicants with a sibling who is currently enrolled in the school in grade K-7, and who will remain enrolled in the school for the coming school year. After siblings are accommodated, 40% of remaining seats for the entry-grade level are allocated for applicants who live within a 1.5 mile radius of the school, and remaining entry-grade level seats are evenly distributed among the four socio-economic tiers. For all grades other than the entry-grade level, seats remaining after siblings are accommodated are filled through a general computerized lottery.",,Students can apply online or via paper Standard Elementary Schools application by visiting go.cps.edu.,"December 15, 2017",41.8743,-87.660985,"1340 W HARRISON ST
Chicago, Illinois 60607
(41.8743, -87.660985)"
610252,DETT,Robert Nathaniel Dett Elementary School,Neighborhood,ES,2131 W MONROE ST,Chicago,Illinois,60612,7735347160,7735347291,http://cps.edu/Schools/Pages/school.aspx?SchoolID=610252,http://dett.cps.edu,Open Enrollment,None,"Students who live within the school's attendance boundary can be enrolled automatically and do not have to apply. Contact the school for registration instructions.  Students who live outside of the school's attendance boundary must submit a Standard Elementary Schools application between October and December. Available seats, if any, are filled via computerized lottery. Priority is given to applicants with a sibling who is currently enrolled in the school in grade K-7, and who will remain enrolled in the school for the coming school year.",,Students who live outside of the school's attendance boundary can apply online or via paper Standard Elementary Schools application by visiting go.cps.edu.,"December 15, 2017",41.87987,-87.680315,"2131 W MONROE ST
Chicago, Illinois 60612
(41.87987, -87.680315)"
610027,KIPLING,Rudyard Kipling Elementary School,Neighborhood,ES,9351 S LOWE AVE,Chicago,Illinois,60620,7735353151,7735353187,http://cps.edu/Schools/Pages/school.aspx?SchoolID=610027,http://www.kiplingtigers.org,Magnet Cluster,None,"Students who live within the school's attendance boundary can be enrolled automatically and do not have to apply. Contact the school for registration instructions.  Students who live outside of the school's attendance boundary must submit a Standard Elementary Schools application between October and December. Available seats, if any, are filled via computerized lottery. Priority is given to applicants with a sibling who is currently enrolled in the school in grade K-7, and who will remain enrolled in the school for the coming school year.",,Students who live outside of the school's attendance boundary can apply online or via paper Standard Elementary Schools application by visiting go.cps.edu.,"December 15, 2017",41.723627,-87.639521,"9351 S LOWE AVE
Chicago, Illinois 60620
(41.723627, -87.639521)"
609795,CLARK ES,George Rogers Clark Elementary School,Neighborhood,ES,1045 S MONITOR AVE,Chicago,Illinois,60644,7735346225,7735346278,http://cps.edu/Schools/Pages/school.aspx?SchoolID=609795,http://georgerogersclarkes.org/,Magnet Cluster,None,"Students who live within the school's attendance boundary can be enrolled automatically and do not have to apply. Contact the school for registration instructions.  Students who live outside of the school's attendance boundary must submit a Standard Elementary Schools application between October and December. Available seats, if any, are filled via computerized lottery. Priority is given to applicants with a sibling who is currently enrolled in the school in grade K-7, and who will remain enrolled in the school for the coming school year.",,Students who live outside of the school's attendance boundary can apply online or via paper Standard Elementary Schools application by visiting go.cps.edu.,"December 15, 2017",41.867813,-87.770418,"1045 S MONITOR AVE
Chicago, Illinois 60644
(41.867813, -87.770418)"
610228,WHITTIER,John Greenleaf Whittier Elementary School,Neighborhood,ES,1900 W 23RD ST,Chicago,Illinois,60608,7735354590,7735354818,http://cps.edu/Schools/Pages/school.aspx?SchoolID=610228,http://whittierschool.org,Magnet Cluster,None,"Students who live within the school's attendance boundary can be enrolled automatically and do not have to apply. Contact the school for registration instructions.  Students who live outside of the school's attendance boundary must submit a Standard Elementary Schools application between October and December. Available seats, if any, are filled via computerized lottery. Priority is given to applicants with a sibling who is currently enrolled in the school in grade K-7, and who will remain enrolled in the school for the coming school year.",,Students who live outside of the school's attendance boundary can apply online or via paper Standard Elementary Schools application by visiting go.cps.edu.,"December 15, 2017",41.850481,-87.673392,"1900 W 23RD ST
Chicago, Illinois 60608
(41.850481, -87.673392)"
610144,REILLY,Frank W Reilly Elementary School,Neighborhood,ES,3650 W SCHOOL ST,Chicago,Illinois,60618,7735345250,7735345169,http://cps.edu/Schools/Pages/school.aspx?SchoolID=610144,http://www.reillyschool.com,Open Enrollment,None,"Students who live within the school's attendance boundary can be enrolled automatically and do not have to apply. Contact the school for registration instructions.  Students who live outside of the school's attendance boundary must submit a Standard Elementary Schools application between October and December. Available seats, if any, are filled via computerized lottery. Priority is given to applicants with a sibling who is currently enrolled in the school in grade K-7, and who will remain enrolled in the school for the coming school year.",,Students who live outside of the school's attendance boundary can apply online or via paper Standard Elementary Schools application by visiting go.cps.edu.,"December 15, 2017",41.941094,-87.719541,"3650 W SCHOOL ST
Chicago, Illinois 60618
(41.941094, -87.719541)"
610206,TWAIN,Mark Twain Elementary School,Neighborhood,ES,5134 S LOTUS AVE,Chicago,Illinois,60638,7735352290,7735352248,http://cps.edu/Schools/Pages/school.aspx?SchoolID=610206,http://www.twain.cps.edu,Open Enrollment,None,"Students who live within the school's attendance boundary can be enrolled automatically and do not have to apply. Contact the school for registration instructions.  Students who live outside of the school's attendance boundary must submit a Standard Elementary Schools application between October and December. Available seats, if any, are filled via computerized lottery. Priority is given to applicants with a sibling who is currently enrolled in the school in grade K-7, and who will remain enrolled in the school for the coming school year.",,Students who live outside of the school's attendance boundary can apply online or via paper Standard Elementary Schools application by visiting go.cps.edu.,"December 15, 2017",41.799046,-87.758928,"5134 S LOTUS AVE
Chicago, Illinois 60638
(41.799046, -87.758928)"
610192,STOWE,Harriet Beecher Stowe Elementary School,Neighborhood,ES,3444 W WABANSIA AVE,Chicago,Illinois,60647,7735344175,7735344167,http://cps.edu/Schools/Pages/school.aspx?SchoolID=610192,http://www.stowe.cps.edu/,Magnet Cluster,None,"Students who live within the school's attendance boundary can be enrolled automatically and do not have to apply. Contact the school for registration instructions.  Students who live outside of the school's attendance boundary must submit a Standard Elementary Schools application between October and December. Available seats, if any, are filled via computerized lottery. Priority is given to applicants with a sibling who is currently enrolled in the school in grade K-7, and who will remain enrolled in the school for the coming school year.",,Students who live outside of the school's attendance boundary can apply online or via paper Standard Elementary Schools application by visiting go.cps.edu.,"December 15, 2017",41.911938,-87.713318,"3444 W WABANSIA AVE
Chicago, Illinois 60647
(41.911938, -87.713318)"
610147,ROGERS,Philip Rogers Elementary School,Neighborhood,ES,7345 N WASHTENAW AVE,Chicago,Illinois,60645,7735342125,7735342193,http://cps.edu/Schools/Pages/school.aspx?SchoolID=610147,http://www.philiprogersschool.org,Open Enrollment,None,"Students who live within the school's attendance boundary can be enrolled automatically and do not have to apply. Contact the school for registration instructions.  Students who live outside of the school's attendance boundary must submit a Standard Elementary Schools application between October and December. Available seats, if any, are filled via computerized lottery. Priority is given to applicants with a sibling who is currently enrolled in the school in grade K-7, and who will remain enrolled in the school for the coming school year.",,Students who live outside of the school's attendance boundary can apply online or via paper Standard Elementary Schools application by visiting go.cps.edu.,"December 15, 2017",42.015265,-87.697185,"7345 N WASHTENAW AVE
Chicago, Illinois 60645
(42.015265, -87.697185)"
609993,LARA,Agustin Lara Elementary Academy,Neighborhood,ES,4619 S WOLCOTT AVE,Chicago,Illinois,60609,7735354389,7735354472,http://cps.edu/Schools/Pages/school.aspx?SchoolID=609993,http://lara.cps.edu/,Open Enrollment,None,"Students who live within the school's attendance boundary can be enrolled automatically and do not have to apply. Contact the school for registration instructions.  Students who live outside of the school's attendance boundary must submit a Standard Elementary Schools application between October and December. Available seats, if any, are filled via computerized lottery. Priority is given to applicants with a sibling who is currently enrolled in the school in grade K-7, and who will remain enrolled in the school for the coming school year.",,Students who live outside of the school's attendance boundary can apply online or via paper Standard Elementary Schools application by visiting go.cps.edu.,"December 15, 2017",41.80977,-87.672182,"4619 S WOLCOTT AVE
Chicago, Illinois 60609
(41.80977, -87.672182)"
610104,ONAHAN,William J Onahan Elementary School,Neighborhood,ES,6634 W RAVEN ST,Chicago,Illinois,60631,7735341180,7735341163,http://cps.edu/Schools/Pages/school.aspx?SchoolID=610104,http://www.onahanschool.org,Open Enrollment,None,"Students who live within the school's attendance boundary can be enrolled automatically and do not have to apply. Contact the school for registration instructions.  Students who live outside of the school's attendance boundary must submit a Standard Elementary Schools application between October and December. Available seats, if any, are filled via computerized lottery. Priority is given to applicants with a sibling who is currently enrolled in the school in grade K-7, and who will remain enrolled in the school for the coming school year.",,Students who live outside of the school's attendance boundary can apply online or via paper Standard Elementary Schools application by visiting go.cps.edu.,"December 15, 2017",41.99379,-87.793108,"6634 W RAVEN ST
Chicago, Illinois 60631
(41.99379, -87.793108)"
609894,DRAKE,John B Drake Elementary School,Neighborhood,ES,2710 S DEARBORN ST,Chicago,Illinois,60616,7735349129,7735349133,http://cps.edu/Schools/Pages/school.aspx?SchoolID=609894,http://www.drake.cps.edu,Open Enrollment,None,"Students who live within the school's attendance boundary can be enrolled automatically and do not have to apply. Contact the school for registration instructions.  Students who live outside of the school's attendance boundary must submit a Standard Elementary Schools application between October and December. Available seats, if any, are filled via computerized lottery. Priority is given to applicants with a sibling who is currently enrolled in the school in grade K-7, and who will remain enrolled in the school for the coming school year.",,Students who live outside of the school's attendance boundary can apply online or via paper Standard Elementary Schools application by visiting go.cps.edu.,"December 15, 2017",41.844043,-87.628553,"2710 S DEARBORN ST
Chicago, Illinois 60616
(41.844043, -87.628553)"
610063,MCCORMICK,Cyrus H McCormick Elementary School,Neighborhood,ES,2712 S SAWYER AVE,Chicago,Illinois,60623,7735357252,7735357347,http://cps.edu/Schools/Pages/school.aspx?SchoolID=610063,http://mccormick.cps.edu,Magnet Cluster,None,"Students who live within the school's attendance boundary can be enrolled automatically and do not have to apply. Contact the school for registration instructions.  Students who live outside of the school's attendance boundary must submit a Standard Elementary Schools application between October and December. Available seats, if any, are filled via computerized lottery. Priority is given to applicants with a sibling who is currently enrolled in the school in grade K-4, and who will remain enrolled in the school for the coming school year.",,Students who live outside of the school's attendance boundary can apply online or via paper Standard Elementary Schools application by visiting go.cps.edu.,"December 15, 2017",41.842267,-87.7063,"2712 S SAWYER AVE
Chicago, Illinois 60623
(41.842267, -87.7063)"
609964,HAMLINE,John H Hamline Elementary School,Neighborhood,ES,4747 S BISHOP ST,Chicago,Illinois,60609,7735354565,7735354546,http://cps.edu/Schools/Pages/school.aspx?SchoolID=609964,http://hamline.cps.edu,Open Enrollment,None,"Students who live within the school's attendance boundary can be enrolled automatically and do not have to apply. Contact the school for registration instructions.  Students who live outside of the school's attendance boundary must submit a Standard Elementary Schools application between October and December. Available seats, if any, are filled via computerized lottery. Priority is given to applicants with a sibling who is currently enrolled in the school in grade K-7, and who will remain enrolled in the school for the coming school year.",,Students who live outside of the school's attendance boundary can apply online or via paper Standard Elementary Schools application by visiting go.cps.edu.,"December 15, 2017",41.807242,-87.661175,"4747 S BISHOP ST
Chicago, Illinois 60609
(41.807242, -87.661175)"
610093,NEIL,Jane A Neil Elementary School,Neighborhood,ES,8555 S MICHIGAN AVE,Chicago,Illinois,60619,7735353000,7735353010,http://cps.edu/Schools/Pages/school.aspx?SchoolID=610093,http://www.neil.cps.edu,Open Enrollment,None,"Students who live within the school's attendance boundary can be enrolled automatically and do not have to apply. Contact the school for registration instructions.  Students who live outside of the school's attendance boundary must submit a Standard Elementary Schools application between October and December. Available seats, if any, are filled via computerized lottery. Priority is given to applicants with a sibling who is currently enrolled in the school in grade K-7, and who will remain enrolled in the school for the coming school year.",,Students who live outside of the school's attendance boundary can apply online or via paper Standard Elementary Schools application by visiting go.cps.edu.,"December 15, 2017",41.738407,-87.620933,"8555 S MICHIGAN AVE
Chicago, Illinois 60619
(41.738407, -87.620933)"
609873,CROWN,Crown Community Academy of Fine Arts Center ES,Neighborhood,ES,2128 S SAINT LOUIS AVE,Chicago,Illinois,60623,7735341680,7735341677,http://cps.edu/Schools/Pages/school.aspx?SchoolID=609873,,Magnet Cluster,None,"Students who live within the school's attendance boundary can be enrolled automatically and do not have to apply. Contact the school for registration instructions.  Students who live outside of the school's attendance boundary must submit a Standard Elementary Schools application between October and December. Available seats, if any, are filled via computerized lottery. Priority is given to applicants with a sibling who is currently enrolled in the school in grade K-7, and who will remain enrolled in the school for the coming school year.",,Students who live outside of the school's attendance boundary can apply online or via paper Standard Elementary Schools application by visiting go.cps.edu.,"December 15, 2017",41.852663,-87.71247,"2128 S SAINT LOUIS AVE
Chicago, Illinois 60623
(41.852663, -87.71247)"
610145,REINBERG,Peter A Reinberg Elementary School,Neighborhood,ES,3425 N MAJOR AVE,Chicago,Illinois,60634,7735343465,7735343798,http://cps.edu/Schools/Pages/school.aspx?SchoolID=610145,http://www.reinberg.cps.edu,Open Enrollment,None,"Students who live within the school's attendance boundary can be enrolled automatically and do not have to apply. Contact the school for registration instructions.  Students who live outside of the school's attendance boundary must submit a Standard Elementary Schools application between October and December. Available seats, if any, are filled via computerized lottery. Priority is given to applicants with a sibling who is currently enrolled in the school in grade K-7, and who will remain enrolled in the school for the coming school year.",,Students who live outside of the school's attendance boundary can apply online or via paper Standard Elementary Schools application by visiting go.cps.edu.,"December 15, 2017",41.943019,-87.768983,"3425 N MAJOR AVE
Chicago, Illinois 60634
(41.943019, -87.768983)"
